Id,Date,Thread,Level,Logger,Message,Exception
285149648,2026-01-08 14:22:29.877,265,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--MS2-下批材质=8,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149653,2026-01-08 14:22:30.203,282,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--LS2-下批材质=J,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149658,2026-01-08 14:22:31.767,84,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--LS2-下批材质=J,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149661,2026-01-08 14:22:32.737,251,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--MS2-下批材质=8,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149666,2026-01-08 14:22:33.377,218,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--LS2-下批材质=J,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149668,2026-01-08 14:22:34.330,204,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--MS2-下批材质=8,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149673,2026-01-08 14:22:34.967,258,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--LS2-下批材质=J,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149675,2026-01-08 14:22:35.667,265,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""LS2 判定为换卷，准备进入 HandleChangeRollLS2 函数"",""ExceptionInfo"":null}",
285149677,2026-01-08 14:22:35.680,265,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""进入到换卷处理函数 HandleChangeRollLS2\r\n"",""ExceptionInfo"":null}",
285149679,2026-01-08 14:22:35.713,265,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""HandleChangeRollLS2--已经进入换材准备中状态了，用下批理论材质进行赋值操作\r\n当前：材质=T，门幅=2400，楞型=B\r\n下批理论：材质=J，门幅=2350，楞型=B\r\n"",""ExceptionInfo"":null}",
285149681,2026-01-08 14:22:35.730,265,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""HandleChangePaperLS2 准备发送LS2换材消息(正常换卷换材)，通知各执行类"",""ExceptionInfo"":null}",
285149686,2026-01-08 14:22:35.930,49,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--MS2-下批材质=8,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149708,2026-01-08 14:22:37.883,163,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""CalSPNextBatchInfo--MS2-下批材质=8,下批门幅=2350,下批楞型=B,下批全材质=P.-.-.8.J"",""ExceptionInfo"":null}",
285149719,2026-01-08 14:22:39.323,176,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=88.1,GuRange1=0,GuRange2=0,GuRange3=1"",""ExceptionInfo"":null}",
285149721,2026-01-08 14:22:39.417,125,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=88.1,GuRange1=0,GuRange2=0,GuRange3=1"",""ExceptionInfo"":null}",
285149722,2026-01-08 14:22:39.853,60,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=88.1,GuRange1=0,GuRange2=0,GuRange3=2"",""ExceptionInfo"":null}",
285149723,2026-01-08 14:22:39.933,161,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=88.1,GuRange1=0,GuRange2=0,GuRange3=2"",""ExceptionInfo"":null}",
285149724,2026-01-08 14:22:40.367,115,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=85.625,GuRange1=0,GuRange2=0,GuRange3=3"",""ExceptionInfo"":null}",
285149726,2026-01-08 14:22:40.450,94,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=85.625,GuRange1=0,GuRange2=0,GuRange3=3"",""ExceptionInfo"":null}",
285149731,2026-01-08 14:22:40.897,83,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=85.625,GuRange1=0,GuRange2=0,GuRange3=4"",""ExceptionInfo"":null}",
285149732,2026-01-08 14:22:40.983,83,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=84.8,GuRange1=0,GuRange2=0,GuRange3=4"",""ExceptionInfo"":null}",
285149733,2026-01-08 14:22:41.417,283,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=83.15,GuRange1=0,GuRange2=0,GuRange3=5"",""ExceptionInfo"":null}",
