Message,Date
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=72.3420,GuRange1=0,GuRange2=0,GuRange3=15"",""ExceptionInfo"":""""}",2026-06-04 16:01:39.155690
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=7,下批门幅=2800,下批楞型=B,下批全材质=K.7.1.7.F"",""ExceptionInfo"":""""}",2026-06-04 16:01:39.158388
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=71.0260,GuRange1=0,GuRange2=0,GuRange3=16"",""ExceptionInfo"":""""}",2026-06-04 16:01:39.687307
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=69.7100,GuRange1=0,GuRange2=0,GuRange3=17"",""ExceptionInfo"":""""}",2026-06-04 16:01:40.220015
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=7,下批门幅=2800,下批楞型=B,下批全材质=K.7.1.7.F"",""ExceptionInfo"":""""}",2026-06-04 16:01:40.712392
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=69.7100,GuRange1=0,GuRange2=0,GuRange3=18"",""ExceptionInfo"":""""}",2026-06-04 16:01:40.752091
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=68.3940,GuRange1=0,GuRange2=0,GuRange3=19"",""ExceptionInfo"":""""}",2026-06-04 16:01:41.319268
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=66.4200,GuRange1=0,GuRange2=0,GuRange3=20"",""ExceptionInfo"":""""}",2026-06-04 16:01:41.924001
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=7,下批门幅=2800,下批楞型=B,下批全材质=K.7.1.7.F"",""ExceptionInfo"":""""}",2026-06-04 16:01:42.273486
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=65.1040,GuRange1=0,GuRange2=0,GuRange3=21"",""ExceptionInfo"":""""}",2026-06-04 16:01:42.450342
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=64.4460,GuRange1=0,GuRange2=0,GuRange3=22"",""ExceptionInfo"":""""}",2026-06-04 16:01:42.969415
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=62.4720,GuRange1=0,GuRange2=0,GuRange3=23"",""ExceptionInfo"":""""}",2026-06-04 16:01:43.493518
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=7,下批门幅=2800,下批楞型=B,下批全材质=K.7.1.7.F"",""ExceptionInfo"":""""}",2026-06-04 16:01:43.844728
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=61.8140,GuRange1=0,GuRange2=0,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:44.029792
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=59.8400,GuRange1=0,GuRange2=1,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:44.555464
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=59.8400,GuRange1=0,GuRange2=2,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:45.080639
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=7,下批门幅=2800,下批楞型=B,下批全材质=K.7.1.7.F"",""ExceptionInfo"":""""}",2026-06-04 16:01:45.397934
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=59.1820,GuRange1=0,GuRange2=3,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:45.606187
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=57.2080,GuRange1=0,GuRange2=4,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:46.148455
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=55.8920,GuRange1=0,GuRange2=5,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:46.674478
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=7,下批门幅=2800,下批楞型=B,下批全材质=K.7.1.7.F"",""ExceptionInfo"":""""}",2026-06-04 16:01:46.950812
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=54.5760,GuRange1=0,GuRange2=6,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:47.208217
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=54.5760,GuRange1=0,GuRange2=7,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:47.743809
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=53.2600,GuRange1=0,GuRange2=8,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:48.267947
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=51.9440,GuRange1=0,GuRange2=9,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:48.829582
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=51.2860,GuRange1=0,GuRange2=10,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:49.439574
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=49.3120,GuRange1=0,GuRange2=11,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:49.967797
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=47.9960,GuRange1=0,GuRange2=12,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:50.490172
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=47.3380,GuRange1=0,GuRange2=13,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:51.012549
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=46.0220,GuRange1=0,GuRange2=14,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:51.543971
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=44.7060,GuRange1=0,GuRange2=15,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:52.073789
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=44.7060,GuRange1=0,GuRange2=16,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:52.710149
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=43.3900,GuRange1=0,GuRange2=17,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:53.276986
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=42.0740,GuRange1=0,GuRange2=18,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:53.816355
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=40.7580,GuRange1=0,GuRange2=19,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:54.339091
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=39.4420,GuRange1=0,GuRange2=20,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:54.869257
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=38.1260,GuRange1=0,GuRange2=21,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:55.390756
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=38.1260,GuRange1=0,GuRange2=22,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:55.922947
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=37.4680,GuRange1=0,GuRange2=23,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:56.493220
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=36.1520,GuRange1=0,GuRange2=24,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:57.126989
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=34.8360,GuRange1=0,GuRange2=25,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:57.657821
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=33.5200,GuRange1=0,GuRange2=26,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:01:58.204108
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--已进入换材处理:糊机同材剩余-横切到糊机的距离=33.5200,糊机到横切距离设定值=34"",""ExceptionInfo"":""""}",2026-06-04 16:01:58.220043
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--糊机判定为换材\r\n上次使用的：材质=Q.7.1.7.N，楞型=5BA，门幅=2800\r\n即将使用的：材质=K.7.1.7.F，楞型=5BA，门幅=2800;下批材质=K.7.1.7.F\r\n准备进入HandleGuChangePaper具体执行函数\r\n"",""ExceptionInfo"":""""}",2026-06-04 16:01:58.234165
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""开启糊机实材处理，本次糊机理论材质=K.7.1.7.F，实际赋值使用实际材质=K.7.1.7.F"",""ExceptionInfo"":""""}",2026-06-04 16:01:58.247817
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleGuChangePaper 已发送糊机换材消息，通知各执行类"",""ExceptionInfo"":""""}",2026-06-04 16:01:58.631983
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""横切换单或者强换，触发判定是否横切换材\r\n"",""ExceptionInfo"":""""}",2026-06-04 16:02:14.170601
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleFirstAll 构造通知消息报文完成，准备发送......"",""ExceptionInfo"":""""}",2026-06-04 16:02:34.379931
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleFirstAll 发送完毕"",""ExceptionInfo"":""""}",2026-06-04 16:02:35.905089
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""横切换单或者强换，触发判定是否横切换材\r\nLS0横切换材了。上笔材质=Q，门幅=2800；本批材质=K，门幅=2800\r\nLS0材质校准：当前正在用的材质=Q，门幅=2800，校准后的材质=K，门幅=2800\r\nMS1横切换材了。上笔材质=8，门幅=2800；本批材质=7，门幅=2800\r\nMS1材质校准:当前正在用的材质=8，门幅=2800，校准后的材质=7，门幅=2800\r\nLS2横切换材了。上笔材质=R，门幅=2800；本批材质=F，门幅=2800\r\nLS2材质校准:当前正在用的材质=R，门幅=2800，校准后的材质=F，门幅=2800\r\n立刻给各部位赋值\r\n"",""ExceptionInfo"":""""}",2026-06-04 16:02:35.931273
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=89.6,GuRange1=0,GuRange2=0,GuRange3=1"",""ExceptionInfo"":""""}",2026-06-04 16:02:36.905003
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=89.6,GuRange1=0,GuRange2=0,GuRange3=2"",""ExceptionInfo"":""""}",2026-06-04 16:02:37.425488
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=87.54,GuRange1=0,GuRange2=0,GuRange3=3"",""ExceptionInfo"":""""}",2026-06-04 16:02:37.953314
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=87.54,GuRange1=0,GuRange2=0,GuRange3=4"",""ExceptionInfo"":""""}",2026-06-04 16:02:38.485855
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=87.54,GuRange1=0,GuRange2=0,GuRange3=5"",""ExceptionInfo"":""""}",2026-06-04 16:02:39.043183
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=85.48,GuRange1=0,GuRange2=0,GuRange3=6"",""ExceptionInfo"":""""}",2026-06-04 16:02:39.587742
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=83.42,GuRange1=0,GuRange2=0,GuRange3=7"",""ExceptionInfo"":""""}",2026-06-04 16:02:40.127810
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=83.42,GuRange1=0,GuRange2=0,GuRange3=8"",""ExceptionInfo"":""""}",2026-06-04 16:02:40.653094
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=81.36,GuRange1=0,GuRange2=0,GuRange3=9"",""ExceptionInfo"":""""}",2026-06-04 16:02:41.186397
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=81.36,GuRange1=0,GuRange2=0,GuRange3=10"",""ExceptionInfo"":""""}",2026-06-04 16:02:41.706683
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=81.36,GuRange1=0,GuRange2=0,GuRange3=11"",""ExceptionInfo"":""""}",2026-06-04 16:02:42.228898
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=79.3,GuRange1=0,GuRange2=0,GuRange3=12"",""ExceptionInfo"":""""}",2026-06-04 16:02:42.769198
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=77.24,GuRange1=0,GuRange2=0,GuRange3=13"",""ExceptionInfo"":""""}",2026-06-04 16:02:43.296089
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=77.24,GuRange1=0,GuRange2=0,GuRange3=14"",""ExceptionInfo"":""""}",2026-06-04 16:02:43.837564
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=75.18,GuRange1=0,GuRange2=0,GuRange3=15"",""ExceptionInfo"":""""}",2026-06-04 16:02:44.363610
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=75.18,GuRange1=0,GuRange2=0,GuRange3=16"",""ExceptionInfo"":""""}",2026-06-04 16:02:44.891101
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=73.12,GuRange1=0,GuRange2=0,GuRange3=17"",""ExceptionInfo"":""""}",2026-06-04 16:02:45.412617
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=73.12,GuRange1=0,GuRange2=0,GuRange3=18"",""ExceptionInfo"":""""}",2026-06-04 16:02:45.932881
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=73.12,GuRange1=0,GuRange2=0,GuRange3=19"",""ExceptionInfo"":""""}",2026-06-04 16:02:46.468269
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=71.06,GuRange1=0,GuRange2=0,GuRange3=20"",""ExceptionInfo"":""""}",2026-06-04 16:02:47.001198
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=71.06,GuRange1=0,GuRange2=0,GuRange3=21"",""ExceptionInfo"":""""}",2026-06-04 16:02:47.530509
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=69,GuRange1=0,GuRange2=0,GuRange3=22"",""ExceptionInfo"":""""}",2026-06-04 16:02:48.064171
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=69,GuRange1=0,GuRange2=0,GuRange3=23"",""ExceptionInfo"":""""}",2026-06-04 16:02:48.600455
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=66.94,GuRange1=0,GuRange2=0,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-04 16:02:49.134240
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=64.88,GuRange1=0,GuRange2=0,GuRange3=25"",""ExceptionInfo"":""""}",2026-06-04 16:02:49.671678
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=64.88,GuRange1=0,GuRange2=0,GuRange3=26"",""ExceptionInfo"":""""}",2026-06-04 16:02:50.209883
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=62.82,GuRange1=0,GuRange2=0,GuRange3=27"",""ExceptionInfo"":""""}",2026-06-04 16:02:50.744884
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=62.82,GuRange1=0,GuRange2=0,GuRange3=28"",""ExceptionInfo"":""""}",2026-06-04 16:02:51.294893
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2800,下批楞型=B,下批全材质=N.8.1.7.K"",""ExceptionInfo"":""""}",2026-06-04 16:02:51.462013
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=60.76,GuRange1=0,GuRange2=0,GuRange3=29"",""ExceptionInfo"":""""}",2026-06-04 16:02:51.824197
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=60.76,GuRange1=0,GuRange2=0,GuRange3=30"",""ExceptionInfo"":""""}",2026-06-04 16:02:52.363336
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=60.76,GuRange1=0,GuRange2=0,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:52.898012
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2800,下批楞型=B,下批全材质=N.8.1.7.K"",""ExceptionInfo"":""""}",2026-06-04 16:02:53.018601
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=58.7,GuRange1=0,GuRange2=1,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:53.489254
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=58.7,GuRange1=0,GuRange2=2,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:54.019571
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=56.64,GuRange1=0,GuRange2=3,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:54.554980
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=56.64,GuRange1=0,GuRange2=4,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:55.097121
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2800,下批楞型=B,下批全材质=N.8.1.7.K"",""ExceptionInfo"":""""}",2026-06-04 16:02:55.187434
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=54.58,GuRange1=0,GuRange2=5,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:55.628860
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=52.52,GuRange1=0,GuRange2=6,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:56.154470
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=52.52,GuRange1=0,GuRange2=7,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:56.710554
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2800,下批楞型=B,下批全材质=N.8.1.7.K"",""ExceptionInfo"":""""}",2026-06-04 16:02:56.738283
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=52.52,GuRange1=0,GuRange2=8,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:57.311991
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=50.46,GuRange1=0,GuRange2=9,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:57.852489
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=48.4,GuRange1=0,GuRange2=10,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:58.410549
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2800,下批楞型=B,下批全材质=N.8.1.7.K"",""ExceptionInfo"":""""}",2026-06-04 16:02:58.906624
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=48.4,GuRange1=0,GuRange2=11,GuRange3=31"",""ExceptionInfo"":""""}",2026-06-04 16:02:58.940961
